-5.00000000e-01,5.00000000e-01
-4.93836177e-01,5.00000000e-01
-5.00000000e-01,4.93836177e-01
-4.87672354e-01,5.00000000e-01
-5.00000000e-01,4.87672354e-01
-4.87721842e-01,4.93885665e-01
-4.93885665e-01,4.87721842e-01
-4.87797667e-01,4.87797666e-01
-4.81508530e-01,5.00000000e-01
-5.00000000e-01,4.81508530e-01
-4.81733610e-01,4.87897434e-01
-4.87897434e-01,4.81733610e-01
-4.75344707e-01,5.00000000e-01
-5.00000000e-01,4.75344707e-01
-4.75498751e-01,4.93990221e-01
-4.93990221e-01,4.75498751e-01
-4.75691103e-01,4.88018749e-01
-4.88018749e-01,4.75691102e-01
-4.75918279e-01,4.82082103e-01
-4.82082103e-01,4.75918279e-01
-4.69180884e-01,5.00000000e-01
-5.00000000e-01,4.69180884e-01
-4.69667749e-01,4.88159218e-01
-4.88159218e-01,4.69667748e-01
-4.76176799e-01,4.76176799e-01
-4.63017061e-01,5.00000000e-01
-5.00000000e-01,4.63017061e-01
-4.63319714e-01,4.94138830e-01
-4.94138830e-01,4.63319714e-01
-4.70299356e-01,4.76463179e-01
-4.76463179e-01,4.70299355e-01
-4.63661154e-01,4.88316447e-01
-4.88316447e-01,4.63661154e-01
-4.64037855e-01,4.82529324e-01
-4.82529324e-01,4.64037855e-01
-4.64446290e-01,4.76773936e-01
-4.76773936e-01,4.64446290e-01
-4.56853238e-01,5.00000000e-01
-5.00000000e-01,4.56853237e-01
-4.57668925e-01,4.88488041e-01
-4.88488041e-01,4.57668925e-01
-4.64882933e-01,4.71046757e-01
-4.71046757e-01,4.64882933e-01
-4.58614119e-01,4.77105589e-01
-4.77105589e-01,4.58614119e-01
-4.65344259e-01,4.65344259e-01
-4.51173718e-01,4.94320480e-01
-4.94320480e-01,4.51173718e-01
-4.50689414e-01,5.00000000e-01
-5.00000000e-01,4.50689414e-01
-4.51688667e-01,4.88671607e-01
-4.88671607e-01,4.51688667e-01
-4.52231477e-01,4.83050593e-01
-4.83050593e-01,4.52231477e-01
-4.52799361e-01,4.77454654e-01
-4.77454654e-01,4.52799361e-01
-4.59662919e-01,4.65826742e-01
-4.65826742e-01,4.59662918e-01
-4.53389534e-01,4.71881003e-01
-4.71881003e-01,4.53389534e-01
-4.45717987e-01,4.88864749e-01
-4.88864749e-01,4.45717986e-01
-4.44525591e-01,5.00000000e-01
-5.00000000e-01,4.44525591e-01
-4.53999208e-01,4.66326854e-01
-4.66326854e-01,4.53999208e-01
-4.46998534e-01,4.77817650e-01
-4.77817650e-01,4.46998533e-01
-4.54625599e-01,4.60789422e-01
-4.60789422e-01,4.54625598e-01
-4.39049748e-01,4.94524157e-01
-4.94524157e-01,4.39049748e-01
-4.39754489e-01,4.89065074e-01
-4.89065074e-01,4.39754488e-01
-4.48349602e-01,4.66841071e-01
-4.66841071e-01,4.48349602e-01
-4.38361768e-01,5.00000000e-01
-5.00000000e-01,4.38361768e-01
-4.40474465e-01,4.83621227e-01
-4.83621227e-01,4.40474465e-01
-4.41208153e-01,4.78191093e-01
-4.78191093e-01,4.41208153e-01
-4.55265919e-01,4.55265919e-01
-4.41954031e-01,4.72773147e-01
-4.72773147e-01,4.41954031e-01
-4.42710574e-01,4.67365866e-01
-4.67365866e-01,4.42710573e-01
-4.49753561e-01,4.55917384e-01
-4.55917384e-01,4.49753561e-01
-4.33795779e-01,4.89270188e-01
-4.89270188e-01,4.33795779e-01
-4.32197945e-01,5.00000000e-01
-5.00000000e-01,4.32197944e-01
-4.35424738e-01,4.78571501e-01
-4.78571501e-01,4.35424738e-01
-4.43476258e-01,4.61967727e-01
-4.61967728e-01,4.43476258e-01
-4.37078598e-01,4.67897714e-01
-4.67897714e-01,4.37078597e-01
-4.44249560e-01,4.56577207e-01
-4.56577207e-01,4.44249560e-01
-4.27839464e-01,4.89477696e-01
-4.89477696e-01,4.27839463e-01
-4.28742135e-01,4.84216543e-01
-4.84216543e-01,4.28742134e-01
-4.26936793e-01,4.94738848e-01
-4.94738848e-01,4.26936792e-01
-4.29644806e-01,4.78955391e-01
-4.78955391e-01,4.29644805e-01
-4.45028957e-01,4.51192780e-01
-4.51192780e-01,4.45028957e-01
-4.26034122e-01,5.00000000e-01
-5.00000000e-01,4.26034121e-01
-4.30547477e-01,4.73694239e-01
-4.73694239e-01,4.30547476e-01
-4.38751132e-01,4.57242602e-01
-4.57242602e-01,4.38751132e-01
-4.31450148e-01,4.68433087e-01
-4.68433087e-01,4.31450147e-01
-4.45812925e-01,4.45812925e-01
-4.32352819e-01,4.63171935e-01
-4.63171935e-01,4.32352818e-01
-4.21883148e-01,4.89685203e-01
-4.89685203e-01,4.21883148e-01
-4.23864873e-01,4.79339282e-01
-4.79339282e-01,4.23864873e-01
-4.33255490e-01,4.57910782e-01
-4.57910782e-01,4.33255489e-01
-4.40436116e-01,4.46599940e-01
-4.46599940e-01,4.40436116e-01
-4.19870298e-01,5.00000000e-01
-5.00000000e-01,4.19870298e-01
-4.25821698e-01,4.68968460e-01
-4.68968460e-01,4.25821697e-01
-4.34158161e-01,4.52649630e-01
-4.52649630e-01,4.34158160e-01
-4.27759847e-01,4.58578963e-01
